"Test Case ID","Screen Name","Test Scenario","Category","Preconditions","Automation Steps","Browser Logs","Status","Duration (ms)"
"SEL_SCR22_TC215","ReceiptScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on ReceiptScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","201"
"SEL_SCR22_TC216","ReceiptScreen","Selenium E2E: Verify system rejects incorrect input formats on ReceiptScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","305"
"SEL_SCR22_TC217","ReceiptScreen","Selenium E2E: Verify input field limits and overflow boundaries on ReceiptScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","277"
"SEL_SCR22_TC218","ReceiptScreen","Selenium E2E: Verify screen offline indicator state during outages on ReceiptScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","169"
"SEL_SCR22_TC219","ReceiptScreen","Selenium E2E: Verify screen reader content description labels on ReceiptScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","486"
"SEL_SCR22_TC220","ReceiptScreen","Selenium E2E: Verify page back-button cache retention on ReceiptScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","497"
"SEL_SCR23_TC221","OwnerDashboardScreen","Selenium E2E: Verify header and visual elements display correctly on OwnerDashboardScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","301"
"SEL_SCR23_TC222","OwnerDashboardScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on OwnerDashboardScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","304"
"SEL_SCR23_TC223","OwnerDashboardScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on OwnerDashboardScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","330"
"SEL_SCR23_TC224","OwnerDashboardScreen","Selenium E2E: Verify primary button and actions execute successfully on OwnerDashboardScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","339"
"SEL_SCR23_TC225","OwnerDashboardScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on OwnerDashboardScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","492"
"SEL_SCR23_TC226","OwnerDashboardScreen","Selenium E2E: Verify system rejects incorrect input formats on OwnerDashboardScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","181"
"SEL_SCR23_TC227","OwnerDashboardScreen","Selenium E2E: Verify input field limits and overflow boundaries on OwnerDashboardScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","128"
"SEL_SCR23_TC228","OwnerDashboardScreen","Selenium E2E: Verify screen offline indicator state during outages on OwnerDashboardScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","112"
"SEL_SCR23_TC229","OwnerDashboardScreen","Selenium E2E: Verify screen reader content description labels on OwnerDashboardScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","189"
"SEL_SCR23_TC230","OwnerDashboardScreen","Selenium E2E: Verify page back-button cache retention on OwnerDashboardScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /ownerdashboardscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /ownerdashboardscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","203"
"SEL_SCR24_TC231","AdminDashboardScreen","Selenium E2E: Verify header and visual elements display correctly on AdminDashboardScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","331"
"SEL_SCR24_TC232","AdminDashboardScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on AdminDashboardScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","155"
"SEL_SCR24_TC233","AdminDashboardScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on AdminDashboardScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","301"
"SEL_SCR24_TC234","AdminDashboardScreen","Selenium E2E: Verify primary button and actions execute successfully on AdminDashboardScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","391"
"SEL_SCR24_TC235","AdminDashboardScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on AdminDashboardScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","444"
"SEL_SCR24_TC236","AdminDashboardScreen","Selenium E2E: Verify system rejects incorrect input formats on AdminDashboardScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","421"
"SEL_SCR24_TC237","AdminDashboardScreen","Selenium E2E: Verify input field limits and overflow boundaries on AdminDashboardScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","371"
"SEL_SCR24_TC238","AdminDashboardScreen","Selenium E2E: Verify screen offline indicator state during outages on AdminDashboardScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","175"
"SEL_SCR24_TC239","AdminDashboardScreen","Selenium E2E: Verify screen reader content description labels on AdminDashboardScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","147"
"SEL_SCR24_TC240","AdminDashboardScreen","Selenium E2E: Verify page back-button cache retention on AdminDashboardScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /admindashboardscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /admindashboardscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","371"
"SEL_SCR25_TC241","OrganizerAnalyticsScreen","Selenium E2E: Verify header and visual elements display correctly on OrganizerAnalyticsScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","455"
"SEL_SCR25_TC242","OrganizerAnalyticsScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on OrganizerAnalyticsScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","486"
"SEL_SCR25_TC243","OrganizerAnalyticsScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on OrganizerAnalyticsScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","288"
"SEL_SCR25_TC244","OrganizerAnalyticsScreen","Selenium E2E: Verify primary button and actions execute successfully on OrganizerAnalyticsScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","285"
"SEL_SCR25_TC245","OrganizerAnalyticsScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on OrganizerAnalyticsScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","256"
"SEL_SCR25_TC246","OrganizerAnalyticsScreen","Selenium E2E: Verify system rejects incorrect input formats on OrganizerAnalyticsScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","486"
"SEL_SCR25_TC247","OrganizerAnalyticsScreen","Selenium E2E: Verify input field limits and overflow boundaries on OrganizerAnalyticsScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","154"
"SEL_SCR25_TC248","OrganizerAnalyticsScreen","Selenium E2E: Verify screen offline indicator state during outages on OrganizerAnalyticsScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","369"
"SEL_SCR25_TC249","OrganizerAnalyticsScreen","Selenium E2E: Verify screen reader content description labels on OrganizerAnalyticsScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","325"
"SEL_SCR25_TC250","OrganizerAnalyticsScreen","Selenium E2E: Verify page back-button cache retention on OrganizerAnalyticsScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizeranalyticsscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizeranalyticsscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","390"
"SEL_SCR26_TC251","OrganizerAttendeesScreen","Selenium E2E: Verify header and visual elements display correctly on OrganizerAttendeesScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","412"
"SEL_SCR26_TC252","OrganizerAttendeesScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on OrganizerAttendeesScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","240"
"SEL_SCR26_TC253","OrganizerAttendeesScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on OrganizerAttendeesScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","448"
"SEL_SCR26_TC254","OrganizerAttendeesScreen","Selenium E2E: Verify primary button and actions execute successfully on OrganizerAttendeesScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","214"
"SEL_SCR26_TC255","OrganizerAttendeesScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on OrganizerAttendeesScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","151"
"SEL_SCR26_TC256","OrganizerAttendeesScreen","Selenium E2E: Verify system rejects incorrect input formats on OrganizerAttendeesScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","219"
"SEL_SCR26_TC257","OrganizerAttendeesScreen","Selenium E2E: Verify input field limits and overflow boundaries on OrganizerAttendeesScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","490"
"SEL_SCR26_TC258","OrganizerAttendeesScreen","Selenium E2E: Verify screen offline indicator state during outages on OrganizerAttendeesScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","204"
"SEL_SCR26_TC259","OrganizerAttendeesScreen","Selenium E2E: Verify screen reader content description labels on OrganizerAttendeesScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","347"
"SEL_SCR26_TC260","OrganizerAttendeesScreen","Selenium E2E: Verify page back-button cache retention on OrganizerAttendeesScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerattendeesscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerattendeesscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","218"
"SEL_SCR27_TC261","OrganizerCheckInScreen","Selenium E2E: Verify header and visual elements display correctly on OrganizerCheckInScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","101"
"SEL_SCR27_TC262","OrganizerCheckInScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on OrganizerCheckInScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","323"
"SEL_SCR27_TC263","OrganizerCheckInScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on OrganizerCheckInScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","261"
"SEL_SCR27_TC264","OrganizerCheckInScreen","Selenium E2E: Verify primary button and actions execute successfully on OrganizerCheckInScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","151"
"SEL_SCR27_TC265","OrganizerCheckInScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on OrganizerCheckInScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","360"
"SEL_SCR27_TC266","OrganizerCheckInScreen","Selenium E2E: Verify system rejects incorrect input formats on OrganizerCheckInScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","310"
"SEL_SCR27_TC267","OrganizerCheckInScreen","Selenium E2E: Verify input field limits and overflow boundaries on OrganizerCheckInScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","250"
"SEL_SCR27_TC268","OrganizerCheckInScreen","Selenium E2E: Verify screen offline indicator state during outages on OrganizerCheckInScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","375"
"SEL_SCR27_TC269","OrganizerCheckInScreen","Selenium E2E: Verify screen reader content description labels on OrganizerCheckInScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","187"
"SEL_SCR27_TC270","OrganizerCheckInScreen","Selenium E2E: Verify page back-button cache retention on OrganizerCheckInScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizercheckinscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizercheckinscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","474"
"SEL_SCR28_TC271","OrganizerPromoCodesScreen","Selenium E2E: Verify header and visual elements display correctly on OrganizerPromoCodesScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","432"
"SEL_SCR28_TC272","OrganizerPromoCodesScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on OrganizerPromoCodesScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","258"
"SEL_SCR28_TC273","OrganizerPromoCodesScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on OrganizerPromoCodesScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","411"
"SEL_SCR28_TC274","OrganizerPromoCodesScreen","Selenium E2E: Verify primary button and actions execute successfully on OrganizerPromoCodesScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","270"
"SEL_SCR28_TC275","OrganizerPromoCodesScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on OrganizerPromoCodesScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","365"
"SEL_SCR28_TC276","OrganizerPromoCodesScreen","Selenium E2E: Verify system rejects incorrect input formats on OrganizerPromoCodesScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","293"
"SEL_SCR28_TC277","OrganizerPromoCodesScreen","Selenium E2E: Verify input field limits and overflow boundaries on OrganizerPromoCodesScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","420"
"SEL_SCR28_TC278","OrganizerPromoCodesScreen","Selenium E2E: Verify screen offline indicator state during outages on OrganizerPromoCodesScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","322"
"SEL_SCR28_TC279","OrganizerPromoCodesScreen","Selenium E2E: Verify screen reader content description labels on OrganizerPromoCodesScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","246"
"SEL_SCR28_TC280","OrganizerPromoCodesScreen","Selenium E2E: Verify page back-button cache retention on OrganizerPromoCodesScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /organizerpromocodesscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /organizerpromocodesscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","309"
"SEL_SCR29_TC281","SocialChatScreen","Selenium E2E: Verify header and visual elements display correctly on SocialChatScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /socialchatscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /socialchatscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","426"
